Song_name,title_with_featured,Artist,Lyrics
Rubber Band,Rubber Band,David Bowie,"Rubber Band
There's a rubber band that plays tunes out of tune
In the library garden Sunday afternoon
While a little chappie waves a golden wand
Rubber Band
In 1910, I was so handsome and so strong
My moustache was stiffly waxed and one foot long
And I loved a girl while you played teatime tunes
Dear Rubber Band, you're playing my tune out of tune
Oh
Rubber Band
Won't you play a haunting theme again to me
While I eat my scones and drink my cup of tea?
The sun is warm but it's a lonely afternoon
(Oh, play that theme)
Rubber Band
How I wish that I could join your Rubber Band
We could play in lively parks throughout the land
And one Sunday afternoon, I'd find my love
Rubber Band
In the '14-'18 war I went to sea
Thought my Sunday love was waiting home for me
And now she's married to the leader of your band, oh
Oh yeah
I hope you break your baton"
Running Gun Blues,Running Gun Blues,David Bowie,"I count the corpses on my left, I find I'm not so tidy
So I better get away, better make it today
I've cut twenty-three down since Friday
But I can't control it
My face is drawn, my instinct still emotes it

I slashed them cold, I killed them dead
I broke the gooks, I cracked their heads
I'll bomb them out from under the beds
But now I've got the running gun blues

It seems the peacefuls stopped the war
Left generals squashed and stifled
But I'll slip out again tonight
'Cause they haven't taken back my rifle
For I promote oblivion
And I'll plug a few civilians

I'll slash them cold, I'll kill them dead
I'll break them gooks, I'll crack their heads
I'll slice them till they're running red
But now I've got the running gun blues"
Rupert the Riley,Rupert the Riley,David Bowie,"Who'll ride in my Rupert the Riley?
Ride on for mile after miley
I'm the greatest driver, sit by my side
I'll drive you so wild, if you sit by my side
See how far we travel take hold the wheel
I'll drive you to hell
If you take hold the wheel
Wo-wo-wo-woo, yea-yea-yea-yeah
Toot beep-beep, beep beep
Toot beep-beep, beep beep
Who'll ride in my Rupert the Riley?
Ride on for mile after miley
I guess I've got ?? Riley of mine
She's shaky on her legs, that Riley of mine
I'm the greatest driver, sit by my side
I'll drive you so wild, if you sit by my side
Wo-wo-wo-woo, yea-yea-yea-yeah
Toot beep-beep, beep beep
Toot beep-beep, beep beep
Who'll ride in my Rupert the Riley?
Ride on for mile after miley
Who'll ride in my Rupert the Riley?
Ride on for mile after miley
Who'll ride in my Rupert the Riley?
Ride on for mile after miley
Who'll ride in my Rupert the Riley?
Ride on for mile after miley"
Safe,Safe,David Bowie,"Frozen to the glass again
Out of our skins again
Cold I am, tonight I am
Tomorrow's really on my mind
Sure to think of, from now on
The things will move more slowly
But thin is thin and chances slim
And sometimes we all have those dreams
Safe in this skyline
Safe, whoa, whoa, whoa, whoa, whoa, whoa
Safe in this skyline
Safe, whoa, whoa, whoa, whoa, whoa, whoa
In this skyline
The past it almost shimmers now
All we needed, all we wished for
But here I am and safe am I
Trusting in an endless sky
Safe in this skyline
Safe, whoa, whoa, whoa, whoa, whoa, whoa
Safe in this skyline
Safe, whoa, whoa, whoa, whoa, whoa, whoa
In this skyline
Skyline
Skyline
Skyline
Are things getting better now?
Are things getting worse?
But I'm standing in the sunshine
And it lifts my heart and feeds my mind
Safe in this skyline
Safe, whoa, whoa, whoa, whoa, whoa, whoa
Safe in this skyline
Safe, whoa, whoa, whoa, whoa, whoa, whoa
In this skyline
Skyline
Skyline
Skyline
Skyline
Skyline
Skyline"
Saviour Machine,Saviour Machine,David Bowie,"President Joe once had a dream
The world held his hand, gave their pledge
So he told them his scheme for a Saviour Machine
They called it the Prayer, its answer was law
Its logic stopped war, gave them food
How they adored till it cried in its boredom
""Please don't believe in me
Please disagree with me
Life is too easy
A plague seems quite feasible now
Or maybe a war
Or I may kill you all""

Don't let me stay, don't let me stay
My logic says burn so send me away
Your minds are too green, I despise all I've seen
You can't stake your lives on a Saviour Machine

I need you flying, and I'll show that dying
Is living beyond reason, sacred dimension of time
I perceive every sign, I can steal every mind

Don't let me stay, don't let me stay
My logic says burn so send me away
Your minds are too green, I despise all I've seen
You can't stake your lives on a Saviour Machine"
Scary Monsters (and Super Creeps),Scary Monsters (and Super Creeps),David Bowie,"She had an horror of rooms, she was tired, you can't hide beat
When I looked in her eyes, they were blue but nobody home
Well, she could've been a killer if she didn't walk the way she do
And she do
She opened strange doors that we'd never close again

She began to wail jealousy's scream
Waiting at the lights, know what I mean

Scary monsters, super creeps
Keep me running, running scared
Scary monsters, super creeps
Keep me running, running scared

She asked me to stay and I stole her room
She asked for my love and I gave her a dangerous mind
Now she's stupid in the street and she can't socialise
Well, I love the little girl and I'll love her till the day she dies

She wails Jimmy's guitar sound, jealousy's scream
Waiting at the lights, know what I mean
Scary monsters, super creeps
Keep me running, running scared
Scary monsters and super creeps
Keep me running, running scared

Scary monsters and super creeps
Keep me running, running scared
Scary monsters and super creeps
Keep me running, running scared

Scary monsters and super creeps
Keep me running, running scared
Scary monsters and super creeps
Keep me running, running scared"
Scream Like a Baby,Scream Like a Baby,David Bowie,"Well, I wouldn't buy no merchandise
And I wouldn't go to war
And I mixed with other colours
But the nurse doesn't care
And I hide under blankets
Or did I run away
I really can't remember
Last time I saw the light of day
But I remember Sam
'Cause he was like me

Scream like a baby
Sam was a gun
And I never knew his last name
And we never had no fun

Well, they came down hard on the faggots
And they came down hard on the street
They came down harder on Sam
And they all knew he was beat
He was thrown into the wagon
Blindfolded, chains and they stomped on us
And took away our clothes and things
And pumped us full of strange drugs
And, oh, I saw Sam falling
Spitting in their eyes
But now I lay me down to sleep
And now I close my eyes
Now I'm learning to be a part of societ... societ... s...
Scream like a baby
Sam was a gun
And I never knew his last name
And we never had no fun

No athletic program
No discipline, no book
He just sat in the backseat
Swearing he'd seek revenge
But he jumped into the furnace
Singing old songs we loved

Scream like a baby
Sam was a gun
And I never knew his last name
And we never had no fun

Scream like a baby
Sam was a gun
And I never knew his last name
And we never had no fun"
See Emily Play,See Emily Play,David Bowie,"Emily tries but misunderstands
She is often inclined to borrow somebody's dreams 'til
Tomorrow

There is no other day
Let us try it another way
You will lose your mind and play
Free games for May
See Emily play

Soon after dark Emily cries
Gazing at trees in sorrow hardly a sound 'til tomorrow

Put on a gown that touches the ground
Float on a river for ever and ever
Emily"
Segue - Algeria Touchshriek,Segue - Algeria Touchshriek,David Bowie,"My name is Mr. Touchshriek
Of Touchshriek with mail over and fantasy
My shop sells egg shells off the shesores and
Empty females
I'm thinking of leasing the room above my shop
To a Mr. Walloff Domburg
A reject from the world wide Internet
He's a broken man
I'm also a broken man
It would be nice to have company
We could have great conversations
Looking through windows for demons
And watching the young advance in all electric
Some of the houses around here
Still have inhabitants in them
I'm not sure if they're from this country or not
I don't get to speak much to anyone
Or that sort of thing
If I had another broken name
Oh, I dream of something like that"
Segue - Baby Grace (A Horrid Cassette),Segue - Baby Grace (A Horrid Cassette),David Bowie,"Test, testing, testing
This, hmmm, Grace is my name
And and I was...um
It was that phot... a fading photograph of a patch..., a patchwork quilt
And they've put me on these
Ramona put me on
These interest drugs
So I'm thinking very too bit too fast like a brain hatch
And ah they won't let me see anybody
If I want to sometimes ... and I ask
I can still hear some pop...popular musics and aftershocks. (Ahhh-choo)
See I've been watching a television of um
In the homelands
That's the new homelands and um that's all I can remember
And now they just want me to be quiet
And I think something is going to be horrid"
Segue - Nathan Adler (I),Segue - Nathan Adler (I),David Bowie,"Old Touchschriek was the main name server suspected of being a shoulder surfer. But he didn't know from shit about challenge response systems
Now Ramona A Stone we know was selling interest drugs. She got males all hung up on her mind filters
She was, if you don't mind me saying so, an update demon. Now Leon he couldn't wait for 12 o'clock midnight... He jumps up on the stage with a criss criss machete and slashes around cutting a zero on everything. I mean a zero in the fabric of time itself
Was this a suspect?
I says to myself: ""Whoa! Quelle courage!""
Oh wait, I'm getting ahead of myself
Let me take you back to when it all began"
Segue - Nathan Adler (II),Segue - Nathan Adler (II),David Bowie,"Ramona is so cold. When she broke it off with Leon, she said, ""The ring is enough, I don't wanna see his face again.""
Ramona was so cold, Ramona was so cold..."
Segue - Ramona A. Stone / I Am with Name,Segue - Ramona A. Stone / I Am with Name,David Bowie,"I was
Ramona A. Stone
I started with no enemies of my own
I was an artiste
In a tunnel
But I've been having a MIDI-life crisis
And I've been dreaming in a sleep
And ape men with metal parts
I've spat upon deeply felt age
I've hid my hearts in
And I hate the funny colored english
We'll creep together you and I
For I know who the small friends are

I am with name, I am with name
I am Ramona A. Stone
A night fear female
Good timing drone
I am with name, I am with name

I am with name, I am with name
I am Ramona A. Stone
She should say: twitch & stream
It'll end in chrome
Night of the female
Good time drone
I am with name
I am Ramona A. Stone
(And she should say)
I am with name
I am Ramona A. Stone
A person who loses a name
Feels anxiety descending
Left at the crossroads, between the centuries
A millenium fetish
I am with name, I am with name
I am Ramona A. Stone
I am with name

Night fear female
Good timing drone
I am with name
I am Ramona A. Stone

(Give it to me one more time!)
Anxiety descending"
Sell Me A Coat (Mono),Sell Me A Coat (Mono),David Bowie,"La la la la la la, la la la la la la la
A winter's day, a bitter snowflake on my face
My summer girl takes little backward steps away
Jack Frost took her hand and left me, Jack Frost ain't so cool

Sell me a coat with buttons of silver
Sell me a coat that's red or gold
Sell me a coat with little patch pockets
Sell me a coat because I feel cold
And when she smiles, the ice forgets to melt away
Not like before, her smile was warming yesterday
See the trees like silver candy, feel my icy hand

Sell me a coat with buttons of silver
Sell me a coat that's red or gold
Sell me a coat with little patch pockets
Sell me a coat because I feel cold
See my eyes, my window pane
See my tears like gentle rain
That's a memory of the summer day
Sell me a coat with buttons of silver
Sell me a coat that's red or gold
Sell me a coat with little patch pockets
Sell me a coat because I feel cold
Sell me a coat with buttons of silver
Sell me a coat that's red or gold
Sell me a coat with little patch pockets
Sell me a coat because I feel cold

La la la la la la "
Sell Me a Coat,Sell Me a Coat,David Bowie,"La la la la la la, la la la la la la la
A winter's day, a bitter snowflake on my face
My summer girl takes little backward steps away
Jack Frost took her hand and left me, Jack Frost ain't so cool

Sell me a coat with buttons of silver
Sell me a coat that's red or gold
Sell me a coat with little patch pockets
Sell me a coat because I feel cold
And when she smiles, the ice forgets to melt away
Not like before, her smile was warm in yesterday
See the trees like silver candy, feel my icy hand

Sell me a coat with buttons of silver
Sell me a coat that's red or gold
Sell me a coat with little patch pockets
Sell me a coat because I feel cold
See my eyes, my window pane
See my tears like gentle rain
That's the memory of the summer day
Sell me a coat with buttons of silver
Sell me a coat that's red or gold
Sell me a coat with little patch pockets
Sell me a coat because I feel cold
Sell me a coat with buttons of silver
Sell me a coat that's red or gold
Sell me a coat with little patch pockets
Sell me a coat because I feel cold

La la la la la la "
Seven,Seven,David Bowie,"I forgot what my father said
I forgot what he said
I forgot what my mother said
As we lay upon your bed

A city full of flowers
A city full of rain

I got seven days to live my life
Or seven ways to die

I forgot what my brother said
I forgot what he said
I don't regret anything at all
I remember how we wept

On a bridge of violent people
I was small enough to cry

I got seven days to live my life
Or seven ways to die
Hold my face before you
Still my trembling heart

Seven days to live my life
Or seven ways to die

The gods forgot they made me
So I forgot them too
I listen to the shadows
I play among their graves

My heart was never broken
My patience never tried

I got seven days to live my life
Or seven ways to die
Seven days to live my life
Or seven ways to die

Seven
Seven
Seven
Seven
Seven
Seven
Seven
Seven
Seven"
Sex and the Church,Sex and the Church,David Bowie,"Though the idea of compassion
Is said to be
The union of Christ
And his bride, the Christian
It's all very puzzling
Sex and the church
Sex and the church
Sex and the church
And the church
And the church
All the great mystic religions
Put strong emphasis, on
Redeaming spiritual qualities
Of sex
Of sex
Chrstianity
Has been pretty modern
About sex
Of sex, of sex, of sex, of sex
Sex and the church
Sex and the church
Sex and the church
Sex, sex
I think there is a union
Between the flesh and the spirit
It's sex and the church
Sex and the church
All religions' mother
Give me you're freedom of spirit
And the joys of the flesh
Of sex, sex
Sex and the church
Give me you're freedom of spirit
And the joys of the flesh
Of sex, sex
Sex and the church
Sex and the church
Sex and the church
Sex and the church
And the church
And the church
Sex sex
Sex and the church
Sex and the church
Sex and the church
Sex sex
Sex and the church
Sex and the church
Sex and the church
And the church
And the church
Sex sex
Sex and the church
Sex and the church
Sex and the church
Sex sex
Sex
Sex and the church
Sex and the church
Sex and the church
Sex sex"
Shadow Man,Shadow Man,David Bowie,"There's a man back a-ways
Who believes at where he is
And there's a girl
Up ahead who says she knows

And the street overflows
With the folk who understand
For the guy who can't be seen
He's the Shadow Man
And the Shadow Man is close at hand

Take a turn and see his smile
Made of nothing but loneliness
Take a walk and be a friend
To the Shadow Man

You can call him Joe, you can call him Sam
You should call and see who answers
For he promises to come running, guided by the truth
For the Shadow Man is really you

Look in his eyes and see your reflection
Look to the stars and see his eyes
He'll show you tomorrow, he'll show you the sorrow
Of what you did today
You can call him foe, you can call him friend
You should call and see who answers
For he knows your eyes are drawn to the road ahead
And the Shadow Man is waiting round the bend
The Shadow Man is waiting up ahead
Shadow man
Is waiting up ahead
Is waiting up ahead"
Shake It,Shake It,David Bowie,"(Shake it, shake it, what's my line?)
(Shake it, shake it, what's my line?)

I feel like a sail-boat
Adrift on the sea
It's a brand new day
So when you gonna phone me?

(Shake it, shake it, what's my line?)
I could take you to heaven
I could spin you to hell
But I'll take you to New York
It's the place that I know well

(Shake it, shake it, what's my line?)
Sitting on a flagstone, talking to a faceless girl
(Shake it, shake it, what's my line?)
Been wondering what to say but my eyes do the talking so well

Duck and I sway (what's my line?)
I shoot at a full moon (what's my line?)
So what's my line?
Shake it, shake it, baby
Shake it, shake it, ooh
'Cause love is the answer
Love's talking to me
I'd scream and I'd fight for you
You're better than money

(Shake it, shake it, what's my line?)
We're the kind of people who can shake it if we're feeling blue
(Shake it, shake it, what's my line?)
When I'm feeling disconnected, well, I sure know what to do
(Shake it, shake it, what's my line?)

Shake it, shake it, baby
Oh, shake it, shake it

I duck and I sway (what's my line?)
I shoot at a full moon (what's my line?)
So what's my line?

Shake it, shake it, baby
Shake it, shake it (whoa!)
(Shake it, shake it, what's my line?)
Shake it, baby
Shake it, shake it
(Shake it, shake it, what's my line?)
Shake it, baby
Shake it, shake it
(Shake it, shake it, what's my line?)"
Shapes of Things,Shapes of Things,David Bowie,"Shapes of things before my eyes
Just teach me to despise
Will time make man more wise
Here within my lonely frame
My eyes just hurt my brain
But will it seem the same

(Come tomorrow), will I be older
(Come tomorrow), maybe a soldier
(Come tomorrow), may I be bolder than today

Now the trees are almost green
But will they still be seen
When time and tide have been
Boy into your passing hands
Please do not destroy these lands
Do not make them desert sands

(Come tomorrow), will I be older
(Come tomorrow), maybe a soldier
(Come tomorrow), may I be bolder than today
Soon I hope that I will find
A seed within my mind
That will not disgrace my kind"
She Shook Me Cold,She Shook Me Cold,David Bowie,"We met upon a hill
The night was cool and still
She sucked my dormant will
Mother, she blew my brain
I will go back again
My God, she shook me cold
I had no time to spare
I grabbed her golden hair
And threw her to the ground
Father, she caved my head
Oh Lord, the things she said
My God, she should be told
I was very smart
Broke the gentle hearts
Of many young virgins
I was quick on the ball
Left them so lonely
They'd just give up trying
Then she took my head and
Smashed it up
Kept my young blood rising
Crushed me mercilessly
Kept me going around
So she don't know I crave her so-o-o
I'll give my love in vain
To reach that peak again
We met upon a hill
Mother, she blew my brain
I will go back again
My God, she shook me cold"
She’ll Drive the Big Car,She'll Drive the Big Car,David Bowie,"She waited by the moon
She was sick with fear and cold
She felt too old for all of this
Of course she never showed
She lugged her suitcase to the bus
Melted home through the snow
North along Riverside

She slips beneath the sheets
A husband's quiet devoted wife
But strangers, sad and nervous
By the dawn's early light
Love lies like a dead cloud
On a shabby, yellow lawn
Up on Riverside

She'll drive the big car
He'll sit behind
She'll keep an eye on Jessica
South along the Hudson
She'll turn the radio high
Find a station playing sad, sad soul
Just a little bit louder now
(Just a little bit louder now)
South along the Hudson yeah
(I'll bring you there)
Just a little bit faster now
(Just a little bit faster now)
Just a little bit louder now
(Just a little bit louder now/I'll bring you there)
Just a little bit angry now
(Just a little bit angry now)
South along the Hudson, yeah
(I'll bring you there)
And she'll drive the big car
And talk herself insane
(I'll bring you there)
Just a little bit louder now
(Just a little bit louder now)
Just a little bit angry now
(I'll bring you there)
Way back when millennium
Meant racing to the light
He promised her a dream-life
He'd take her back to street-life
Away from violent water
With its cormorants and leaves
Up on Riverside

She'll drive the big car
But he'll sit behind
Bursting her bubbles of Ludlow and Grand
South along the Hudson
She'll turn the radio way up high
Find a station playing sad, sad soul
Just a little bit louder now
(Just a little bit louder now)
South along the Hudson
(I'll bring you there)
Just a little bit faster now
(Just a little bit faster now)
Just a little bit louder now
(Just a little bit louder now/I'll bring you there)
Just a little bit angry now
(Just a little bit angry now)
South along the Hudson
(I'll bring you there)
Just a little bit faster now
(Just a little bit faster now)
Just a little bit louder now
(Just a little bit louder now/I'll bring you there)
Just a little bit angry now
(Just a little bit angry now)
South along the Hudson, yeah
(I'll bring you there)
She'll drive the big car
He'll sit behind
(I'll bring you there)
She'll keep an eye on Jessica
Just a little bit faster now
(I'll bring you there)
Just a little bit faster now"
She’s Got Medals,She's Got Medals,David Bowie,"She'd walk through the door and she'd set up the drinks on the house
She played a good game of darts, and the men slapped her back
And never took her out
She wore a trenchcoat khaki
Her hobnail boots were full of holes

She's got medals

Her mother called her Mary, but she changed her name to Tommy, she's a one, oh
She went and joined the army, passed the medical
Don't ask me how it's done
They sent her to the front line
Fighting for her country's name

She's got medals

She got very tired of picking up girls
Cleaning her gun and shaving her curls
Then the enemy dropped a bomb
Survivors there were none
People say that when the moon is full and all the stars have gone to bed
You can see her ghost but that's a lie because the naughty woman isn't dead
She deserted on the previous morning
Replaced her uniform with dresses silk and green
Called herself Eileen
Came to London town
Now she's settled down

She's got medals"
"Shining Star (12"" Mix) [2018 Remastered Version]","Shining Star (12"" Mix) [2018 Remastered Version]",David Bowie,"Makin' my love
Like a shining star
Taking my love
Just a touch too far
Mm-hmm-hmm
Uhm hmm hmm uhm...
(repeat uhmm hmm-hmm's X 3)
Eddie boy lit like paraffin
Spending two weeks
In a crack house
Burns on his brain
Like Chernobyl
Dean was seen
With a two bag purchase
He was lying dead on his mother's bed
Someone for pray for
Until I met you
Life is like a broken arrow
Memory a swinging door
I could be your great misfortune
I can make you happy
Every day of your life!
Makin' my love
Like a shining star;
Taking my love
Just a touch too far
Tessie turns tricks with a soul like ice
'cause love left holes
And four small kids breaking her heart
I've got windows, I've seen much vice
I've touched down with vermin
Cowardice, lice
And I say
Nobody cares what you do
Please be yourself to death
I could be your great misfortune ...
But you'll never find a, bet you'll never find a better man!
Makin' my love
Like a shining star
Taking my love
Just a touch too far
Peter met Frank
Formed a dummy run gang
Worked heist or hit for 10 g's flat
Blew heads out of shape for the name of Trotsky, Sinn-Fein, Hitler cash down
No hope heroes cover the page
With debts in hell
And fingers in blood
Poor little bodies all covered in scabs
Threw it all away
For life in the grave (life in the grave)
Life is like a broken arrow
Memory a swinging door
I could be your great misfortune
Well, I could make you happy
Every goddamn single day of your life!
Makin' my love
Like a shining star
Like a shining star ...
Babe that's what you are
Like a shining star (oh)
Makin' my love (making my love)
Like a shining star (like a shining star)
Taking my love (taking my love)
Just a touch too far (just a touch too far)
Making my love (making my making my making my love)
Like a shining star (like a shining star)
Taking my love (making my love)
Just a touch too far (just a touch to, uh far)
Making my love (making my love)
Like a shining star (huh, like a shining star)
Taking my love (taking my love)
Just a touch too far (touch too far)
Making my love (mmm -hmmm-hmm-hmm)
Like a shining star (mmhmm)
Taking my love (mmhmm)"
Shining Star (Makin’ My Love),Shining Star (Makin' My Love),David Bowie,"Eddie boy lit like paraffin
Spending two weeks
In a crack house
Burns on his brain
Like Chernobyl
Dean was seen
With a two bag purchase
He was lying dead on his mother's bed
Someone to pray for
Until I met you

Life is like a broken arrow
Memory a swinging door
I could be your great misfortune
I can make you happy
Every day of your life

Making my love
Like a shining star
Taking my love
Just a touch too far

Tessie turns tricks with a soul like ice
Because love left holes
And four swell kids breaking her heart
I've got windows, I've seen much vice
I've touched down with vermin
Cowardice, lice
And I say
Nobody cares what you do
Please be yourself to death
I could be your great misfortune
But you'll never find a, bet you'll never find a better man
Making my love
Like a shining star
Taking my love
Just a touch too far

Peter met Frank
Formed a dummy run gang
Worked heist or hit for 10 g's flat
Blew heads out of shape for the name of Trotsky, Sinn-Fein, Hitler cashdown
No hope heroes cover the page
With debts in hell
And fingers in blood
Poor little bodies all covered in scabs
Threw it all away
Another life in the grave (a life in the grave)

Life is like a broken arrow
Memory a swinging door
I could be your great misfortune
Well, I could make you happy
Every goddamn single day of your life

Making my love
Like a shining star
Like a shining star
If that's what you are
Like a shining star (oh)
Making my love (making my love)
Like a shining star (like a shining star)
Taking my love (taking my love)
Just a touch too far (just a touch to far)
Making my love (making my making my making my love)
Like a shining star (like a shining star)
Taking my love (making my love)
Just a touch too far (just a touch to, uh far)
Making my love (making my love)
Like a shining star (huh, like a shining star)
Taking my love (taking my love)
Just a touch too far (touch to, uh, far)
Making my love (mmm)
Like a shining star (mmhmm)
Taking my love (mmhmm)"
Shopping For Girls (ChangesNowBowie Version),Shopping For Girls (ChangesNowBowie Version),David Bowie,"Dead ring ash of extreme defense
The lonely groups of company boys
Snapping pics of scrawny limbs?and?toothy grins
These are?children riding naked on their tourist?pals
While the hollows that pass for eyes swell from withdrawal
As he lies on a mattress in a rat-infested room
Talking 'bout his family and the cold back home

Between the dull cold eyes and the mind unstable
No one over here reads the papers, pal
Between the dull cold eyes and the mind unstable
He's a clean trick and he's shopping for girls

A small black someone jumps over the crazy white guard
Cranking up the volume on a Michael Jackson song

Between the dull cold eyes and the mind unstable
No one over here reads the papers, pal
Between the dull cold eyes and the mind unstable
He's a clean trick and he's shopping for girls

Where the frangipani scents the air
She mouths a word that breaks his stare
He grunts his reply in a garrulous croak
""That's a mighty big word for a nine year old""
Between the dull cold eyes and the mind unstable
No one over here reads the papers, pal
Between the dull cold eyes and the mind unstable
He's a clean trick and he's shopping for girls

He's a clean trick and he's shopping for girls
You gaze down into her eyes for a million miles
You wanna give her a name and a clean rag doll"
Silly Boy Blue,Silly Boy Blue,David Bowie,"Mountains of Lhasa are feeling the rain
People are walking the Botella lanes
Preacher takes the school
One boy breaks a rule
Silly boy blue, blue, silly boy blue
Yak butter statues that melt in the sun
Cannot dissolve all the work you've not done
A chela likes to feel
That his overself pays the bill
Silly boy blue, blue, silly boy blue
You wish and wish, and wish again
You've tried so hard to fly
You'll never leave your body now
You've got to wait to die
La la la la la la la la la la 
La la la la la 
Silly boy blue, blue, silly boy blue
Child of Tibet, you're a gift from the sun
Reincarnation of one better man
The homeward road is long
You've left your prayers and song
Silly boy blue, blue, silly boy blue"
Sister Midnight,Sister Midnight,David Bowie,"Calling sister midnight
You've got me reaching for the moon
Calling sister midnight
You've got me playing the fool
Calling sister midnight
Calling sister midnight
Can you hear me call?
Can you hear me well?
Can you hear me at all?
Calling sister midnight
Well, I'm an idiot for you
Calling sister midnight
I'm a breakage inside
Calling sister midnight
Calling sister midnight
You know, I had a dream last night
Mother was in my bed
And I made love to her
Father he gunned for me
Hunted me with his six gun
Calling sister midnight
What can I do about my dreams?
Listen to me, sister midnight
You've got me walking in rags
Listen to me, sister midnight
You put a beggar in my heart
Hey, where are you sister midnight?
Can you hear me call?
Can you hear me well?
Can you hear me at all?"
Slip Away,Slip Away,David Bowie,"Oogie waits for just another day
Drags his bones
To see the Yankees play
Bones Boy talks and flickers gray
Oh, they slip away

Once a time
They nearly might have been
Bones and Oogie on a silver screen
No one knew what they could do
Except for me and you
They slip away
They slip away

Don't forget
To keep your head warm
Twinkle twinkle Uncle Floyd
Watching all the world
And war torn
How I wonder where you are
Oo-o
Sailing over
Coney Island
Twinkle twinkle Uncle Floyd
We were dumb
But you were fun, boy
How I wonder where you are
Oo-o
Oogie knew there's never ever time
Some of us will always stay behind
Down in space it's always 1982
The joke we always knew
Oo-oo
What'sa matter with you
C'mon, let's go
Slip away
Oo-o

Don't forget
To keep your head warm
Twinkle twinkle Uncle Floyd
Watching all the world
And war torn
How I wonder where you are
Oo-o
Sailing over
Coney Island
Twinkle twinkle Uncle Floyd
We were dumb
But you were fun, boy
How I wonder where you are
Oo-o
Sailing"
Slow Burn,Slow Burn,David Bowie,"Here shall we live in this terrible town
Where the price for our minds
Shall squeeze them tight like a fist
And the walls shall have eyes
And the doors shall have ears
But we'll dance in their dark
And they'll play with our lives

Like a Slow Burn
Leading us on and on and on
Like a Slow Burn
Turning us round and round and round
Hark who are we
So small in times such as these

Slow Burn
Slow Burn

Oh, these are the days
These are the strangest of all
These are the nights
These are the darkest to fall
But who knows?
Echoes in tenement halls
Who knows?
Though the years spare them all
Like a Slow Burn
Leading us on and on and on
Like a Slow Burn
Twirling us round and round
And upside down
There's fear overhead
There's fear overground

Slow Burn
Slow Burn

Like a Slow Burn
Leading us on and on and on
Like a Slow Burn
Turning us round and round and round And here are we
At the center of it all

Slow Burn
Slow Burn
Slow Burn"
So She,So She,David Bowie,"For the priceless man
Who suffers gloom
So slow
Eyes were stolen
For her
A sleeping sky
Takes the moon
So slow
I would slide away
Further out to sea
Further out to sea
So she

She saw me smile
Feeling like
I’d never been
She saw me smile
Feeling like I’d never been
In love
Feeling like I’d never been
The only one and all alone
The only one and all alone"
Some Are,Some Are,David Bowie,"Sailors in snow
Send a callout raising hands
Some are bound to fail
Some are winter sun, ah
Sailors in snow
Send a callout rasing hands
Some are bound to fail
Some are winter sun, ah"
Somebody Up There Likes Me,Somebody Up There Likes Me,David Bowie,"He's everybody's token, on everybody's wall
Blessing all the papers, thanking one and all
Hugging all the babies, kissing all the ladies
Knowing all that you think about from writing on the wall

He's so divine, his soul shines
Breaks the night, sleep tight
His ever loving face smiles on the whole human race
He says ""I'm somebody""

He's got his eye on your soul, his hand on your heart
He says ""don't hurry, baby
Somebody up there (somebody) likes me""

He's the savage son of the TV tube, planets wrote the day was due
All the wisest men around, predicted that a man was found
Who looked a lot like you and me, yeah
Everyone with sense could see
Nothing left his eye unmoved, he had the plan, he had to use

(Somebody) he's so divine, (ooh, ooh) his soul shines
Breaks the night, sleep tight (somebody up there)
(Somebody) his ever loving face (ooh, ooh)
Smiles on the whole human race
(Somebody, somebody, somebody up there)
(Somebody) he's got his eye on your soul
(Ooh, ooh) and his hand on your heart
He says ""don't hurry, baby
Somebody up there (somebody)

Somebody plays my song in tune
Makes me, makes me, makes me stronger for you, babe
Was a way when we were young, that
Any man was judged by what he'd done
But now you've pick them on the screen (what they look like)
Where they've been

Keep your eye on your soul and your hand on your heart
He says ""don't hurry, baby
Somebody up there (somebody)

Leaders come, they hate all the people know
That given time, the leaders go
Tell me, can they hold you under their spell?
Can they walk and hold you as well as a
Smile like Valentino? Could he sell you anything?
(Somebody, somebody)
Keep your eye on your soul, keep your hand on your heart
He says ""Don't hurry, baby
Somebody up there (somebody) likes me""

(Somebody, somebody, somebody, somebody, somebody)
(Somebody, somebody, somebody, somebody)
Somebody (somebody) somebody (somebody)
Somebody (somebody, somebody)
Somebody (somebody) somebody (somebody)
Somebody (somebody, somebody)
Yeah, can't remember (somebody) peace so well
Oh, space to ramble, (somebody, somebody) space to boogie
Soul shine (ooh-ooh), so divine
Somebody (ooh-ooh, somebody)
Soul shine (Ooh-ooh), so divine
Somebody (ooh-ooh)
(Somebody)
Somebody, somebody, somebody
Yeah, can't remember peace so well
Can't remember peace so well
Can't remember peace so well
Soul shines (somebody)
Soul shines, so divine, somebody (somebody)
Soul shines, so divine, somebody (somebody)"
